brand,cpu,ram_gb,storage_gb,gpu,color_gamut,price,name
Lenovo,Core i5,8.0,512.0,2 GB GPU,100.0,16529810.0,
HP,Core i5,16.0,512.0,2 GB GPU,100.0,14820000.0,
Avita,Core i5,8.0,512.0,Integrated,100.0,13881970.0,
Avita,Core i5,8.0,512.0,Integrated,100.0,13881970.0,
HP,Core i5,16.0,512.0,4 GB GPU,100.0,19188100.0,
Lenovo,Core i5,8.0,512.0,Integrated,100.0,14248100.0,
ASUS,Core i5,8.0,512.0,4 GB GPU,100.0,14438100.0,
Lenovo,Core i5,8.0,512.0,2 GB GPU,100.0,15976340.0,
ASUS,Core i5,8.0,1024.0,4 GB GPU,100.0,14438100.0,
ASUS,Core i5,8.0,1024.0,4 GB GPU,100.0,14818100.0,
ASUS,Core i5,8.0,1024.0,4 GB GPU,100.0,14818100.0,
APPLE,Core i5,16.0,1024.0,Integrated,100.0,34198100.0,
APPLE,Core i5,16.0,1024.0,Integrated,100.0,34198100.0,
ASUS,Core i5,8.0,1024.0,4 GB GPU,100.0,15768100.0,
ASUS,Core i5,8.0,1024.0,4 GB GPU,100.0,16718100.0,
ASUS,Core i5,8.0,1024.0,4 GB GPU,100.0,16055000.0,
DELL,Core i5,8.0,1024.0,Integrated,100.0,14096100.0,
Lenovo,Core i5,8.0,1024.0,Integrated,100.0,12348100.0,
Lenovo,Core i5,8.0,1024.0,Integrated,100.0,29528090.0,
Lenovo,Core i5,8.0,1024.0,Integrated,100.0,23824860.0,
acer,Core i5,8.0,1024.0,Integrated,100.0,9498100.0,
acer,Core i5,8.0,1024.0,Integrated,100.0,8928100.0,
DELL,Core i5,8.0,1024.0,Integrated,100.0,9308100.0,
acer,Core i5,8.0,1024.0,2 GB GPU,100.0,11399810.0,
ASUS,Core i5,8.0,1024.0,Integrated,100.0,8928100.0,
MSI,Core i5,8.0,1024.0,4 GB GPU,100.0,10068100.0,
Lenovo,Core i5,8.0,1024.0,2 GB GPU,100.0,11019810.0,
Lenovo,Core i5,8.0,1024.0,Integrated,100.0,9973100.0,
Lenovo,Core i5,8.0,1024.0,4 GB GPU,100.0,10828100.0,
acer,Core i5,8.0,1024.0,2 GB GPU,100.0,11778100.0,
DELL,Core i5,8.0,1024.0,Integrated,100.0,11037100.0,
ASUS,Core i5,8.0,1024.0,Integrated,100.0,10828100.0,
acer,Core i5,8.0,1024.0,Integrated,100.0,11703430.0,
ASUS,Core i5,8.0,1024.0,Integrated,100.0,15578100.0,
ASUS,Core i5,8.0,1024.0,Integrated,100.0,11637310.0,
DELL,Core i5,8.0,1024.0,Integrated,100.0,11208100.0,
ASUS,Core i5,8.0,1024.0,2 GB GPU,100.0,15958100.0,
MSI,Core i5,8.0,512.0,6 GB GPU,100.0,2000000.0,
MSI,Core i5,8.0,512.0,6 GB GPU,100.0,27738100.0,
MSI,Core i5,8.0,512.0,8 GB GPU,100.0,34198100.0,
HP,Core i5,8.0,1024.0,2 GB GPU,100.0,12348100.0,
HP,Core i5,8.0,1024.0,Integrated,100.0,8890100.0,
HP,Core i5,4.0,1024.0,Integrated,100.0,8473810.0,
acer,Core i5,8.0,1024.0,2 GB GPU,100.0,13863160.0,
HP,Core i5,8.0,1024.0,Integrated,100.0,9270100.0,
acer,Core i5,8.0,1024.0,2 GB GPU,100.0,10733290.0,
ASUS,Core i5,8.0,1280.0,Integrated,100.0,9688100.0,
ASUS,Core i5,8.0,1280.0,4 GB GPU,100.0,10638100.0,
acer,Core i5,8.0,1280.0,Integrated,100.0,11018100.0,
ASUS,Core i5,8.0,1280.0,Integrated,100.0,10068100.0,
DELL,Core i5,8.0,1280.0,Integrated,100.0,11018100.0,
acer,Core i5,8.0,1280.0,Integrated,100.0,10828100.0,
acer,Core i5,8.0,1280.0,Integrated,100.0,10543100.0,
DELL,Core i5,8.0,1280.0,2 GB GPU,100.0,11873100.0,
ASUS,Core i5,16.0,1280.0,Integrated,100.0,12348100.0,
Lenovo,Core i5,8.0,1280.0,2 GB GPU,100.0,11398100.0,
ASUS,Core i5,8.0,1280.0,2 GB GPU,100.0,11436100.0,
ASUS,Core i5,8.0,1280.0,4 GB GPU,100.0,10353100.0,
Lenovo,Core i5,8.0,1280.0,4 GB GPU,100.0,11588100.0,
DELL,Core i5,4.0,1280.0,Integrated,100.0,10600100.0,
ASUS,Core i5,16.0,1280.0,Integrated,100.0,12348100.0,
ASUS,Core i5,16.0,1280.0,Integrated,100.0,11208100.0,
DELL,Core i5,8.0,1280.0,Integrated,100.0,10448100.0,
HP,Core i5,8.0,1280.0,4 GB GPU,100.0,13678100.0,
DELL,Core i5,8.0,1280.0,2 GB GPU,100.0,13281000.0,
Lenovo,Core i5,8.0,1280.0,2 GB GPU,100.0,12538100.0,
ASUS,Core i5,8.0,1280.0,Integrated,100.0,9498100.0,
DELL,Core i5,8.0,1280.0,Integrated,100.0,11208100.0,
Lenovo,Core i5,8.0,1280.0,4 GB GPU,100.0,14172100.0,
ASUS,Core i5,8.0,1280.0,2 GB GPU,100.0,11208100.0,
ASUS,Core i5,8.0,1280.0,Integrated,100.0,12348100.0,
DELL,Core i5,8.0,1280.0,2 GB GPU,100.0,12633100.0,
DELL,Core i5,8.0,1280.0,4 GB GPU,100.0,14801000.0,
DELL,Core i5,8.0,1280.0,2 GB GPU,100.0,12823100.0,
DELL,Core i5,8.0,1280.0,Integrated,100.0,11778100.0,
DELL,Core i5,8.0,1280.0,Integrated,100.0,11208100.0,
Lenovo,Core i5,8.0,1280.0,4 GB GPU,100.0,14249810.0,
ASUS,Core i5,8.0,1280.0,Integrated,100.0,13091000.0,
DELL,Core i5,8.0,1280.0,2 GB GPU,100.0,13622050.0,
acer,Core i5,16.0,1280.0,Integrated,100.0,11873100.0,
DELL,Core i5,8.0,2048.0,2 GB GPU,100.0,11840230.0,
MSI,Core i5,8.0,512.0,8 GB GPU,100.0,2000000.0,
DELL,Core i7,16.0,256.0,4 GB GPU,100.0,16718100.0,
Avita,Core i7,8.0,256.0,Integrated,100.0,14058100.0,
Avita,Core i7,8.0,256.0,Integrated,100.0,14058100.0,
Avita,Core i7,8.0,256.0,Integrated,100.0,14058100.0,
Avita,Core i7,8.0,256.0,Integrated,100.0,14058100.0,
Avita,Core i7,8.0,256.0,Integrated,100.0,14058100.0,
Avita,Core i7,8.0,256.0,Integrated,100.0,14058100.0,
ASUS,Core i7,16.0,512.0,Integrated,100.0,11018100.0,
ASUS,Core i7,8.0,512.0,4 GB GPU,100.0,11778100.0,
MSI,Core i7,16.0,512.0,4 GB GPU,100.0,15198100.0,
Lenovo,Core i7,8.0,512.0,4 GB GPU,100.0,13108100.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,16338100.0,
Lenovo,Core i7,16.0,512.0,4 GB GPU,100.0,18998100.0,
ASUS,Core i7,8.0,512.0,Integrated,100.0,14818100.0,
Lenovo,Core i7,8.0,512.0,4 GB GPU,100.0,15198100.0,
HP,Core i7,16.0,512.0,4 GB GPU,100.0,17706100.0,
ASUS,Core i7,16.0,512.0,Integrated,100.0,18048100.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,16148100.0,
MSI,Core i7,8.0,512.0,Integrated,100.0,11018100.0,
HP,Core i7,16.0,512.0,Integrated,100.0,19568100.0,
DELL,Core i7,16.0,512.0,4 GB GPU,100.0,18998100.0,
ASUS,Core i7,16.0,512.0,4 GB GPU,100.0,18048100.0,
HP,Core i7,16.0,512.0,Integrated,100.0,19760000.0,
MSI,Core i7,16.0,512.0,2 GB GPU,100.0,14628100.0,
HP,Core i7,16.0,512.0,4 GB GPU,100.0,17136100.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,16812720.0,
MSI,Core i7,16.0,512.0,4 GB GPU,100.0,20898100.0,
MSI,Core i7,16.0,512.0,4 GB GPU,100.0,16528100.0,
MSI,Core i7,16.0,512.0,Integrated,100.0,17098100.0,
HP,Core i7,16.0,512.0,Integrated,100.0,2000000.0,
ASUS,Core i7,16.0,512.0,2 GB GPU,100.0,15008100.0,
DELL,Core i7,16.0,512.0,Integrated,100.0,23159100.0,
ASUS,Core i7,16.0,512.0,Integrated,100.0,16338100.0,
MSI,Core i7,16.0,512.0,4 GB GPU,100.0,18048100.0,
HP,Core i7,16.0,512.0,4 GB GPU,100.0,17480000.0,
HP,Core i7,16.0,512.0,Integrated,100.0,30968100.0,
DELL,Core i7,16.0,512.0,Integrated,100.0,25707000.0,
MSI,Core i7,16.0,512.0,Integrated,100.0,12348100.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,33160130.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,30836810.0,
DELL,Core i7,16.0,512.0,Integrated,100.0,20746100.0,
HP,Core i7,16.0,512.0,Integrated,100.0,18999810.0,
MSI,Core i7,16.0,512.0,2 GB GPU,100.0,19948100.0,
ASUS,Core i7,16.0,512.0,Integrated,100.0,20898100.0,
ASUS,Core i7,16.0,512.0,Integrated,100.0,18998100.0,
Lenovo,Core i7,16.0,512.0,2 GB GPU,100.0,2000000.0,
ASUS,Core i7,16.0,512.0,Integrated,100.0,18048100.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,16340000.0,
Lenovo,Core i7,16.0,512.0,2 GB GPU,100.0,30855810.0,
HP,Core i7,16.0,512.0,Integrated,100.0,22723810.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,2000000.0,
Lenovo,Core i7,16.0,512.0,Integrated,100.0,21089810.0,
DELL,Core i7,16.0,512.0,4 GB GPU,100.0,18998100.0,
ASUS,Core i7,8.0,512.0,Integrated,100.0,15578100.0,
MSI,Core i7,8.0,512.0,4 GB GPU,100.0,12728100.0,
MSI,Core i7,16.0,1024.0,6 GB GPU,100.0,16148100.0,
ASUS,Core i7,16.0,1024.0,2 GB GPU,100.0,19948100.0,
ASUS,Core i7,16.0,1024.0,Integrated,100.0,25648100.0,
ASUS,Core i7,16.0,1024.0,4 GB GPU,100.0,18808100.0,
HP,Core i7,16.0,1024.0,6 GB GPU,100.0,27491100.0,
ASUS,Core i7,16.0,1024.0,Integrated,100.0,18998100.0,
MSI,Core i7,16.0,1024.0,6 GB GPU,100.0,22798100.0,
ASUS,Core i7,16.0,1024.0,4 GB GPU,100.0,37048100.0,
ASUS,Core i7,16.0,1024.0,2 GB GPU,100.0,23748100.0,
DELL,Core i7,16.0,1024.0,2 GB GPU,100.0,23257900.0,
HP,Core i7,16.0,1024.0,Integrated,100.0,34198100.0,
MSI,Core i7,16.0,1024.0,4 GB GPU,100.0,29448100.0,
Lenovo,Core i7,16.0,1024.0,Integrated,100.0,23368100.0,
ASUS,Core i7,16.0,1024.0,6 GB GPU,100.0,2000000.0,
MSI,Core i7,16.0,1024.0,8 GB GPU,100.0,2000000.0,
HP,Core i7,16.0,1024.0,4 GB GPU,100.0,23178100.0,
HP,Core i7,16.0,1024.0,4 GB GPU,100.0,22228100.0,
Lenovo,Core i7,16.0,1024.0,6 GB GPU,100.0,28708620.0,
MSI,Core i7,16.0,1024.0,8 GB GPU,100.0,24698100.0,
HP,Core i7,16.0,1024.0,Integrated,100.0,28499810.0,
MSI,Core i7,16.0,1024.0,6 GB GPU,100.0,26598100.0,
acer,Core i7,16.0,1024.0,6 GB GPU,100.0,24698100.0,
HP,Core i7,16.0,1024.0,8 GB GPU,100.0,32678100.0,
DELL,Core i7,16.0,1024.0,2 GB GPU,100.0,17851450.0,
ASUS,Core i7,16.0,1024.0,8 GB GPU,100.0,2000000.0,
HP,Core i7,16.0,1024.0,Integrated,100.0,24415000.0,
Lenovo,Core i7,16.0,1024.0,Integrated,100.0,19568100.0,
ASUS,Core i7,16.0,1024.0,Integrated,100.0,22798100.0,
ASUS,Core i7,16.0,1024.0,6 GB GPU,100.0,22986200.0,
ASUS,Core i7,16.0,1024.0,6 GB GPU,100.0,29877310.0,
Lenovo,Core i7,16.0,1024.0,4 GB GPU,100.0,2000000.0,
ASUS,Core i7,16.0,1024.0,6 GB GPU,100.0,24985000.0,
ASUS,Core i7,16.0,1024.0,Integrated,100.0,29448100.0,
ASUS,Core i7,16.0,1024.0,Integrated,100.0,31538100.0,
Lenovo,Core i7,16.0,1024.0,Integrated,100.0,22798100.0,
ASUS,Core i7,16.0,1024.0,Integrated,100.0,31918100.0,
HP,Core i7,16.0,1024.0,Integrated,100.0,31350000.0,
Avita,Core i7,16.0,1024.0,Integrated,100.0,11968100.0,
Lenovo,Core i7,16.0,1024.0,Integrated,100.0,16338100.0,
HP,Core i7,16.0,1024.0,2 GB GPU,100.0,18048100.0,
HP,Core i7,16.0,1024.0,6 GB GPU,100.0,26028100.0,
Lenovo,Core i7,16.0,1024.0,8 GB GPU,100.0,2000000.0,
acer,Core i7,16.0,2048.0,8 GB GPU,100.0,30398100.0,
ASUS,Core i7,16.0,2048.0,Integrated,100.0,2000000.0,
ASUS,Core i7,16.0,1024.0,2 GB GPU,100.0,17858100.0,
HP,Core i7,16.0,1152.0,4 GB GPU,100.0,22218790.0,
MSI,Core i7,8.0,1280.0,4 GB GPU,100.0,12158100.0,
ASUS,Core i7,16.0,1280.0,4 GB GPU,100.0,12728100.0,
ASUS,Core i7,16.0,1280.0,Integrated,100.0,15675000.0,
acer,Core i7,16.0,1280.0,6 GB GPU,100.0,22798100.0,
MSI,Core i7,16.0,1280.0,4 GB GPU,100.0,30398100.0,
ASUS,Core i7,16.0,1280.0,Integrated,100.0,18793280.0,
acer,Core i7,16.0,1536.0,4 GB GPU,100.0,17668100.0,
acer,Core i7,16.0,1536.0,6 GB GPU,100.0,22798100.0,
acer,Core i9,32.0,1024.0,8 GB GPU,100.0,32298100.0,
acer,Core i9,16.0,1024.0,6 GB GPU,100.0,26598100.0,
MSI,Core i9,16.0,1024.0,6 GB GPU,100.0,36668100.0,
ASUS,Core i9,16.0,1024.0,6 GB GPU,100.0,2000000.0,
ASUS,Core i9,16.0,1024.0,6 GB GPU,100.0,2000000.0,
ASUS,Core i9,16.0,1024.0,6 GB GPU,100.0,26598100.0,
Lenovo,Core i9,16.0,1024.0,8 GB GPU,100.0,2000000.0,
ASUS,Core i9,16.0,3072.0,6 GB GPU,100.0,2000000.0,
MSI,Core i5,8.0,512.0,4 GB GPU,100.0,16528100.0,
MSI,Core i5,8.0,512.0,6 GB GPU,100.0,20898100.0,
MSI,Core i5,8.0,512.0,4 GB GPU,100.0,20822100.0,
ASUS,Core i7,16.0,512.0,6 GB GPU,100.0,27833100.0,
APPLE,M1,8.0,256.0,Integrated,100.0,16338100.0,
APPLE,M1,8.0,256.0,Integrated,100.0,21468100.0,
APPLE,M1,16.0,256.0,Integrated,100.0,19948100.0,
APPLE,M1,8.0,256.0,Integrated,100.0,21468100.0,
APPLE,M1,16.0,256.0,Integrated,100.0,25268100.0,
APPLE,M1,16.0,256.0,Integrated,100.0,19948100.0,
APPLE,M1,8.0,256.0,Integrated,100.0,16338100.0,
APPLE,M1,16.0,512.0,Integrated,100.0,28498100.0,
APPLE,M1,8.0,512.0,Integrated,100.0,23938100.0,
APPLE,M1,8.0,512.0,Integrated,100.0,19758100.0,
APPLE,M1,8.0,512.0,Integrated,100.0,19378100.0,
APPLE,M1,8.0,512.0,Integrated,100.0,19948100.0,
APPLE,M1,8.0,512.0,Integrated,100.0,25078100.0,
APPLE,M1,16.0,512.0,Integrated,100.0,24508100.0,
APPLE,M1,16.0,512.0,Integrated,100.0,35148100.0,
APPLE,M1,16.0,512.0,Integrated,100.0,2000000.0,
APPLE,M1,4.0,512.0,Integrated,100.0,23748100.0,
APPLE,M1,8.0,512.0,Integrated,100.0,19948100.0,
APPLE,M1,8.0,1024.0,Integrated,100.0,28498100.0,
APPLE,M1,16.0,1024.0,Integrated,100.0,32298100.0,
APPLE,M1,16.0,1024.0,Integrated,100.0,2000000.0,
APPLE,M1,16.0,1024.0,Integrated,100.0,2000000.0,
APPLE,M1,32.0,1024.0,Integrated,100.0,2000000.0,
APPLE,M1,16.0,1024.0,Integrated,100.0,2000000.0,
ASUS,Pentium Quad,4.0,512.0,Integrated,100.0,8738100.0,
ASUS,Pentium Quad,4.0,128.0,Integrated,100.0,11039000.0,
ASUS,Pentium Quad,8.0,256.0,Integrated,100.0,11968100.0,
HP,Pentium Quad,8.0,256.0,Integrated,100.0,6268100.0,
ASUS,Pentium Quad,4.0,256.0,Integrated,100.0,6458100.0,
acer,Pentium Quad,4.0,256.0,Integrated,100.0,5888100.0,
DELL,Pentium Quad,4.0,256.0,Integrated,100.0,6840000.0,
ASUS,Pentium Quad,4.0,256.0,Integrated,100.0,6268100.0,
DELL,Pentium Quad,4.0,256.0,Integrated,100.0,6838100.0,
ASUS,Pentium Quad,4.0,1024.0,Integrated,100.0,5318100.0,
ASUS,Pentium Quad,4.0,1024.0,Integrated,100.0,4938100.0,
ASUS,Pentium Quad,4.0,1024.0,Integrated,100.0,4938100.0,
ASUS,Pentium Quad,4.0,1024.0,Integrated,100.0,5848200.0,
HP,Ryzen 3,8.0,256.0,Integrated,100.0,7218100.0,
ASUS,Ryzen 3,8.0,256.0,Integrated,100.0,6838100.0,
DELL,Ryzen 3,8.0,256.0,Integrated,100.0,7503100.0,
DELL,Ryzen 3,8.0,256.0,Integrated,100.0,7028100.0,
DELL,Ryzen 3,8.0,256.0,Integrated,100.0,7598100.0,
ASUS,Ryzen 3,4.0,256.0,Integrated,100.0,6401100.0,
DELL,Ryzen 3,8.0,256.0,Integrated,100.0,7712100.0,
ASUS,Ryzen 3,4.0,256.0,Integrated,100.0,7218100.0,
ASUS,Ryzen 3,4.0,256.0,Integrated,100.0,6555000.0,
acer,Ryzen 3,8.0,512.0,Integrated,100.0,7028100.0,
HP,Ryzen 3,8.0,512.0,Integrated,100.0,8263100.0,
HP,Ryzen 3,8.0,512.0,Integrated,100.0,7883100.0,
acer,Ryzen 3,4.0,512.0,Integrated,100.0,6648100.0,
HP,Ryzen 3,4.0,512.0,Integrated,100.0,8453100.0,
DELL,Ryzen 3,4.0,512.0,Integrated,100.0,7712100.0,
DELL,Ryzen 3,8.0,512.0,Integrated,100.0,7997100.0,
DELL,Ryzen 3,8.0,1024.0,Integrated,100.0,6838100.0,
HP,Ryzen 3,8.0,1024.0,Integrated,100.0,7503100.0,
DELL,Ryzen 3,8.0,1024.0,Integrated,100.0,7104100.0,
DELL,Ryzen 3,4.0,1024.0,Integrated,100.0,10000080.0,
DELL,Ryzen 3,4.0,1024.0,Integrated,100.0,7598100.0,
DELL,Ryzen 3,4.0,1024.0,Integrated,100.0,8358100.0,
HP,Ryzen 3,4.0,1024.0,Integrated,100.0,6254230.0,
Lenovo,Ryzen 3,4.0,1024.0,Integrated,100.0,6648100.0,
DELL,Ryzen 3,8.0,1024.0,Integrated,100.0,7598100.0,
HP,Ryzen 3,8.0,1280.0,Integrated,100.0,7979810.0,
DELL,Ryzen 5,8.0,256.0,Integrated,100.0,7978100.0,
DELL,Ryzen 5,8.0,256.0,Integrated,100.0,8453100.0,
DELL,Ryzen 5,8.0,256.0,Integrated,100.0,7978100.0,
DELL,Ryzen 5,8.0,256.0,Integrated,100.0,8453100.0,
MSI,Ryzen 5,4.0,256.0,Integrated,100.0,9498100.0,
DELL,Ryzen 5,4.0,256.0,Integrated,100.0,8434100.0,
HP,Ryzen 5,8.0,512.0,4 GB GPU,100.0,11018100.0,
Lenovo,Ryzen 5,8.0,512.0,4 GB GPU,100.0,10828100.0,
Lenovo,Ryzen 5,8.0,512.0,Integrated,100.0,9308100.0,
HP,Ryzen 5,8.0,512.0,Integrated,100.0,9494300.0,
MSI,Ryzen 5,8.0,512.0,Integrated,100.0,9118100.0,
HP,Ryzen 5,8.0,512.0,Integrated,100.0,9308100.0,
acer,Ryzen 5,8.0,512.0,Integrated,100.0,10258100.0,
Lenovo,Ryzen 5,8.0,512.0,Integrated,100.0,10068100.0,
acer,Ryzen 5,8.0,512.0,Integrated,100.0,8358100.0,
Lenovo,Ryzen 5,8.0,512.0,4 GB GPU,100.0,11303100.0,
MSI,Ryzen 5,8.0,512.0,4 GB GPU,100.0,12348100.0,
DELL,Ryzen 5,8.0,512.0,Integrated,100.0,9023100.0,
HP,Ryzen 5,8.0,512.0,4 GB GPU,100.0,11398100.0,
Lenovo,Ryzen 5,8.0,512.0,4 GB GPU,100.0,13298100.0,
HP,Ryzen 5,8.0,512.0,4 GB GPU,100.0,11208100.0,
DELL,Ryzen 5,8.0,512.0,Integrated,100.0,11303100.0,
HP,Ryzen 5,16.0,512.0,Integrated,100.0,12825000.0,
HP,Ryzen 5,8.0,512.0,Integrated,100.0,9308100.0,
ASUS,Ryzen 5,8.0,512.0,Integrated,100.0,11865500.0,
ASUS,Ryzen 5,8.0,512.0,Integrated,100.0,11208100.0,
HP,Ryzen 5,8.0,512.0,Integrated,100.0,11019810.0,
ASUS,Ryzen 5,16.0,512.0,Integrated,100.0,10828100.0,
HP,Ryzen 5,8.0,512.0,4 GB GPU,100.0,13868100.0,
HP,Ryzen 5,16.0,512.0,Integrated,100.0,12538100.0,
HP,Ryzen 5,16.0,512.0,Integrated,100.0,18623800.0,
HP,Ryzen 5,16.0,512.0,2 GB GPU,100.0,12158100.0,
ASUS,Ryzen 5,8.0,512.0,Integrated,100.0,9479100.0,
DELL,Ryzen 5,8.0,512.0,Integrated,100.0,9498100.0,
DELL,Ryzen 5,8.0,512.0,Integrated,100.0,11303100.0,
HP,Ryzen 5,8.0,512.0,Integrated,100.0,14059810.0,
DELL,Ryzen 5,4.0,512.0,Integrated,100.0,11588100.0,
DELL,Ryzen 5,4.0,512.0,6 GB GPU,100.0,14476100.0,
Lenovo,Ryzen 5,4.0,512.0,Integrated,100.0,14211620.0,
ASUS,Ryzen 5,4.0,512.0,Integrated,100.0,11208100.0,
HP,Ryzen 5,4.0,512.0,4 GB GPU,100.0,12939000.0,
Lenovo,Ryzen 5,4.0,512.0,Integrated,100.0,14818100.0,
HP,Ryzen 5,4.0,512.0,Integrated,100.0,10467100.0,
ASUS,Ryzen 5,4.0,512.0,Integrated,100.0,17478100.0,
HP,Ryzen 5,4.0,512.0,Integrated,100.0,15999520.0,
acer,Ryzen 5,4.0,512.0,Integrated,100.0,8548100.0,
HP,Ryzen 5,4.0,512.0,Integrated,100.0,10163100.0,
Lenovo,Ryzen 5,4.0,512.0,4 GB GPU,100.0,14534620.0,
DELL,Ryzen 5,4.0,512.0,4 GB GPU,100.0,18794800.0,
MSI,Ryzen 5,4.0,512.0,Integrated,100.0,10448100.0,
acer,Ryzen 5,4.0,512.0,Integrated,100.0,9498100.0,
HP,Ryzen 5,4.0,512.0,Integrated,100.0,9952200.0,
acer,Ryzen 5,4.0,512.0,Integrated,100.0,9498100.0,
HP,Ryzen 5,4.0,512.0,Integrated,100.0,9975000.0,
ASUS,Ryzen 5,4.0,512.0,Integrated,100.0,9498100.0,
acer,Ryzen 5,4.0,512.0,Integrated,100.0,14439810.0,
ASUS,Ryzen 5,4.0,512.0,Integrated,100.0,15388100.0,
Lenovo,Ryzen 5,4.0,512.0,Integrated,100.0,11381000.0,
HP,Ryzen 5,4.0,512.0,Integrated,100.0,10372100.0,
DELL,Ryzen 5,4.0,512.0,Integrated,100.0,14345000.0,
HP,Ryzen 5,8.0,512.0,Integrated,100.0,9859100.0,
ASUS,Ryzen 5,16.0,512.0,Integrated,100.0,14820000.0,
HP,Ryzen 5,16.0,512.0,Integrated,100.0,11399810.0,
HP,Ryzen 5,8.0,512.0,4 GB GPU,100.0,12348100.0,
DELL,Ryzen 5,4.0,1024.0,Integrated,100.0,11001000.0,
Lenovo,Ryzen 5,4.0,1024.0,Integrated,100.0,15575820.0,
HP,Ryzen 5,4.0,1024.0,4 GB GPU,100.0,11398100.0,
DELL,Ryzen 5,8.0,1280.0,Integrated,100.0,9403100.0,
ASUS,Ryzen 5,8.0,1280.0,Integrated,100.0,10448100.0,
Lenovo,Ryzen 5,8.0,1280.0,4 GB GPU,100.0,13015000.0,
ASUS,Ryzen 5,8.0,1280.0,Integrated,100.0,10448100.0,
ASUS,Ryzen 5,8.0,1280.0,Integrated,100.0,10448100.0,
Lenovo,Ryzen 5,8.0,1280.0,Integrated,100.0,12158100.0,
HP,Ryzen 5,4.0,1280.0,4 GB GPU,100.0,15200000.0,
DELL,Ryzen 5,4.0,1280.0,Integrated,100.0,9878100.0,
ASUS,Ryzen 5,4.0,1280.0,Integrated,100.0,11968100.0,
HP,Ryzen 5,4.0,1280.0,Integrated,100.0,10068100.0,
ASUS,Ryzen 5,4.0,1280.0,Integrated,100.0,14269000.0,
ASUS,Ryzen 7,16.0,512.0,4 GB GPU,100.0,14628100.0,
ASUS,Ryzen 7,16.0,512.0,4 GB GPU,100.0,15198100.0,
ASUS,Ryzen 7,8.0,512.0,4 GB GPU,100.0,13678100.0,
ASUS,Ryzen 7,8.0,512.0,4 GB GPU,100.0,13678100.0,
Lenovo,Ryzen 7,16.0,512.0,4 GB GPU,100.0,18998100.0,
ASUS,Ryzen 7,16.0,512.0,Integrated,100.0,15198100.0,
DELL,Ryzen 7,16.0,512.0,4 GB GPU,100.0,17858100.0,
ASUS,Ryzen 7,16.0,512.0,4 GB GPU,100.0,15768100.0,
ASUS,Ryzen 7,4.0,512.0,4 GB GPU,100.0,20328100.0,
ASUS,Ryzen 7,4.0,512.0,Integrated,100.0,17668100.0,
Lenovo,Ryzen 7,4.0,512.0,4 GB GPU,100.0,15483100.0,
ASUS,Ryzen 7,4.0,512.0,Integrated,100.0,10828100.0,
MSI,Ryzen 7,4.0,512.0,Integrated,100.0,12348100.0,
Lenovo,Ryzen 7,4.0,512.0,Integrated,100.0,11588100.0,
Lenovo,Ryzen 7,4.0,512.0,4 GB GPU,100.0,16147720.0,
HP,Ryzen 7,4.0,512.0,4 GB GPU,100.0,17288100.0,
ASUS,Ryzen 7,4.0,512.0,Integrated,100.0,12158100.0,
Lenovo,Ryzen 7,4.0,512.0,Integrated,100.0,12158100.0,
HP,Ryzen 7,4.0,512.0,Integrated,100.0,11019810.0,
ASUS,Ryzen 7,4.0,512.0,4 GB GPU,100.0,13756000.0,
Lenovo,Ryzen 7,4.0,512.0,Integrated,100.0,15008100.0,
acer,Ryzen 7,4.0,512.0,Integrated,100.0,11398100.0,
ASUS,Ryzen 7,4.0,512.0,4 GB GPU,100.0,21278100.0,
HP,Ryzen 7,4.0,512.0,Integrated,100.0,20710000.0,
DELL,Ryzen 7,4.0,512.0,6 GB GPU,100.0,17098100.0,
Lenovo,Ryzen 7,4.0,512.0,Integrated,100.0,15007720.0,
Lenovo,Ryzen 7,4.0,512.0,4 GB GPU,100.0,13896220.0,
Lenovo,Ryzen 7,4.0,512.0,4 GB GPU,100.0,20328100.0,
ASUS,Ryzen 7,4.0,512.0,4 GB GPU,100.0,15198100.0,
DELL,Ryzen 7,4.0,512.0,Integrated,100.0,17018300.0,
HP,Ryzen 7,4.0,512.0,Integrated,100.0,13015000.0,
Lenovo,Ryzen 7,16.0,512.0,Integrated,100.0,13946000.0,
HP,Ryzen 7,16.0,512.0,2 GB GPU,100.0,15198100.0,
HP,Ryzen 7,16.0,512.0,4 GB GPU,100.0,16148100.0,
MSI,Ryzen 7,16.0,1024.0,8 GB GPU,100.0,18998100.0,
ASUS,Ryzen 7,8.0,1024.0,4 GB GPU,100.0,13868100.0,
HP,Ryzen 7,16.0,1024.0,Integrated,100.0,17668100.0,
HP,Ryzen 7,16.0,1024.0,Integrated,100.0,15996100.0,
ASUS,Ryzen 7,16.0,1024.0,Integrated,100.0,21468100.0,
ASUS,Ryzen 7,4.0,1024.0,4 GB GPU,100.0,21848100.0,
acer,Ryzen 7,4.0,1024.0,4 GB GPU,100.0,18998100.0,
ASUS,Ryzen 7,4.0,1024.0,4 GB GPU,100.0,18238100.0,
